feature	Finegoldia	Dysosmobacter	Anaerococcus	Lachnospiraceae_unclassified_family	Campylobacter	Mesorhizobium	Pseudomonas	Faecalibacterium	Peptostreptococcaceae_unclassified_family	Blautia	Streptococcus	Peptoniphilus	Anaerobutyricum	Clostridium	Anaerostipes	Dialister	Mediterraneibacter	Ruminococcus	Escherichia	Lachnospira	Eubacteriales_unclassified_order	Agathobacter	Aminipila	Caproiciproducens	Shigella	Mogibacterium	Massilistercora	Romboutsia	Pseudobutyrivibrio	Lactobacillus	Stenotrophomonas	Oscillospiraceae_unclassified_family	Phocaeicola	Cutibacterium	Ruminiclostridium	Roseburia	Lachnoclostridium	Acinetobacter	Sinorhizobium	Ruthenibacterium	Staphylococcus	Janthinobacterium	Eubacteriales.Family.XIII..Incertae.Sedis_unclassified_family	Oscillibacter	Lacrimispora	Enterococcus	Bacteroides	Ezakiella	Megasphaera	Salmonella	Enterobacter	Caproicibacterium	Hungatella	Enterocloster	Haemophilus	Corynebacterium	Veillonella	Erysipelotrichaceae_unclassified_family	Ligilactobacillus	Brucella	Agrobacterium	Ralstonia	Peptacetobacter	Gemella	Flintibacter	Anaerotignum	Bacillus	Anaerocolumna	Acetivibrio	Intestinimonas	Fusobacterium	Mammaliicoccus	Murdochiella	Flavonifractor	Tannerella	Ethanoligenens	Lachnoanaerobaculum	Marinilactibacillus	Herbinix	Porphyromonas	Prevotella	Yokenella	Mannheimia	Paraclostridium	Piscinibacter	Serratia	Citrobacter	Sphingomonas	Sutterella	Clostridioides	Crassaminicella	Planococcus	Klebsiella	Butyrivibrio	Segatella	Rhizobium	Parvimonas	Abiotrophia	Aerococcus	Alkaliphilus	Pantoea	Mixta	Jeotgalibaca	Acidaminococcus	Dickeya	Sodalis	Enterobacteriaceae_unclassified_family	Vibrio	Priestia	Limosilactobacillus	Lacticaseibacillus	Proteus	Methylobacterium	Edwardsiella	Moraxella	Actinobacillus	Yersinia	Cronobacter	Xylanibacter	Pseudoduganella	Tetragenococcus	Pasteurella	Carnobacterium	Methylocystis	Leclercia	Aggregatibacter	Acidovorax	Phyllobacterium	Raoultella	Burkholderiales_unclassified_order	Providencia	Aquibium	Erwinia	Companilactobacillus	Methylorubrum	Selenomonas	Atlantibacter	Lysinibacillus	Pectobacterium	Kluyvera	Melissococcus	Paracidovorax	Stutzerimonas	Aeromonas	Aminobacter	Vagococcus	Filifactor	Lancefieldella	Hydrogenophaga	Phascolarctobacterium	Lactococcus	Gudongella	Neisseria	Azospira	Hoylesella	Novosphingobium	Latilactobacillus	Acetoanaerobium	Aquabacterium	Capnocytophaga	Kosakonia	Listeria	Tatumella	Leptothrix	Sphaerotilus	Massilia	Rubrivivax	Schaalia	Diaphorobacter	Actinomyces	Devosia	Cupriavidus	Roseateles	Weissella	Herbaspirillum	Sphingobium	Leuconostoc	Ottowia	Chromobacterium	Cloacibacterium	Comamonas	Eikenella	Glaesserella	Sphingosinicella	Hyphomicrobium	Rhodoferax	Cytobacillus	Kingella	Lapidilactobacillus	Kocuria	Brevundimonas	Delftia	Sphingosinithalassobacter	Suicoccus	Pasteurellaceae_unclassified_family	Avibacterium	Rhodopseudomonas	Limnohabitans	Rhizorhabdus	Caminibacter	Bibersteinia	Bradyrhizobium	Bosea	Paenacidovorax	Variovorax	Methylibium	Afipia	Breoghania	Caenibius	Microvirga	Rothia	Polaromonas	Croceicoccus	Bordetella	Ancylobacter	Blastochloris	Paracoccus	Stella	Burkholderia	Tsuneonella	Ochrobactrum	Tardibacter	Sphingopyxis	Xanthomonas	Roseomonas	Altererythrobacter	Micrococcus	Collimonas	Vitreoscilla	Sphingorhabdus	Alicycliphilus	Anabaena	Inhella	Caldimonas	Rodentibacter	Caulobacter	Alysiella	Salinicoccus	Paraburkholderia	Acetobacter	Porphyrobacter	Synechococcus	Denitratisoma	Erythrobacter	Nitrobacter	Neorhizobium	Oscillatoria	Parasphingopyxis	Pandoraea	Mycetohabitans	Caballeronia	Qipengyuania	Zymomonas	Blastomonas	Betaproteobacteria_unclassified_class
2023_07_06_P0168841_16S_pda_human_ffpe	0	0	86	0	0	0	0	1	0	0	2762	130	0	3	1	8	0	0	53	0	0	2	0	0	0	68	0	0	0	1	0	0	0	500	0	1	0	1	0	0	2	0	0	0	0	16	0	0	254	0	0	0	0	0	0	0	2123	0	0	0	0	0	0	622	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1012	0	0	0	0	0	0	787	0	0	3	0	0	1	64	2	0	4	82	0	0	0	15	1	0	0	0	1	0	0	0	0	182	0	0	0	0	0	0	0	50	0	75	1	0	0	0	0	0	0	0	0	0	0	135	9	0	1	0	0	0	0	0	0	0	213	0	144	0	7	0	0	49	0	0	3	7	0	0	0	0	0	0	0	0	0	0	1558	0	238	2	0	0	4	0	13	0	0	1	0	1	17	0	1	0	0	0	0	0	0	287	0	3	0	0	0	0	0	7	0	0	0	2	0	0	0	2	3	0	8	3	0	1	0	8	0	1	0	0	0	0	1	0	0	98	1	6	0	0	0	0	7	0	0	0	0	0	0	2	1	0	11	0	0	0	1	3	0	0	0	0	0	3	0	0
2023_07_06_P007019_16S_pda_human_ffpe	0	0	0	0	0	23	0	0	0	0	564	0	0	7	0	2	1	0	75	0	0	0	0	0	0	89	0	0	0	0	0	0	1	573	0	0	0	0	4	0	234	0	0	0	0	2	1	0	153	0	0	0	0	0	0	0	1034	0	0	8	0	0	0	2	0	0	4	0	0	0	208	0	0	0	0	0	1	0	0	2	2302	0	0	0	1	0	0	367	0	0	0	0	0	0	30	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	294	0	13	0	0	0	2	0	0	0	2	0	0	0	3	2	0	8	0	1	0	0	99	7	0	1	0	0	0	0	0	0	0	0	0	223	1	3	0	0	0	0	7	2	0	0	0	0	0	0	0	4	0	0	0	1338	0	380	0	0	0	0	0	3	0	0	0	0	4	1	0	1	0	0	0	0	0	10	188	0	15	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	1	281	0	2	0	1	0	0	0	3	0	4	0	0	0	0	3	0	0	0	0	0	0	0	2	0	5	6	0	0	0	0	0	0	1	0	0	0	0	0
2023_08_21_Digestion buffer_16S_pda_mice_ffpe	0	0	2	0	0	1	0	0	0	0	3426	0	0	1	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2836	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	568	0	0	0	0	0	0	0	0	6	0	0	0	1	0	1	0	0	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	7	0	0	1	168	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	10	0	0	0	8	0	0	0	8	3	3	0
2023_08_21_AN850_16S_pda_mice_ffpe	1	0	1	0	0	0	0	659	0	0	3837	0	0	0	0	1	0	7	546	0	0	0	0	3	0	0	0	0	0	0	0	2	0	3159	0	0	0	0	0	237	8315	0	0	0	0	1046	0	0	0	1	0	0	0	0	0	308	1239	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	35140	0	0	0	0	0	0	0	0	0	18	397	0	0	0	60	0	0	0	0	0	0	0	0	0	690	0	0	0	0	0	0	0	241	0	188	1	0	0	0	0	0	0	0	0	0	0	838	0	0	0	0	0	0	0	0	0	0	1238	0	0	0	0	1	0	0	0	0	209	126	0	0	0	0	1	0	0	0	0	0	0	0	113	0	0	0	2	0	10	0	0	0	0	0	0	0	440	0	0	1	0	3	0	0	0	158	0	0	0	1	0	5	0	0	1888	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	2	0	0	0	3	10	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	5	2	0	0	5	0	0	0	10	4	6	0
2023_08_21_AN851_16S_pda_mice_ffpe	2	0	6116	0	0	0	1	0	0	0	4743	0	0	0	0	515	0	0	265	0	0	0	0	0	1	0	0	0	0	44	0	0	0	6079	0	0	0	366	0	0	1338	0	0	0	0	1981	0	0	0	0	0	0	0	0	0	935	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	134	0	0	0	2	0	4	0	0	495	0	0	0	0	1	0	5	0	2	0	1	0	0	0	1153	0	0	1	0	2	8	0	0	3	3445	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	3	0	0	0	6	0	1	0
2023_08_21_AN1044_16S_pda_mice_ffpe	2228	0	0	0	0	0	0	0	0	0	769	0	0	2	0	0	0	0	139	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21497	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	5	0	0	0	5	0	1	0	0	1638	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	1	0	0	4	0	0	0	1	1	4	0
2023_08_21_AN1100_16S_pda_mice_ffpe	1271	0	2532	0	142	0	0	0	0	0	1388	497	0	0	0	0	0	0	172	0	0	0	1	0	1	0	0	0	0	0	2953	0	0	6233	0	0	0	0	0	0	3	0	0	0	0	65	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	21656	0	0	0	18	1	0	0	0	0	0	449	0	0	0	2	0	0	0	0	1	65	0	1	0	1	0	0	0	0	0	0	0	2	0	199	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	1	0	0	0	0	173	0	0	0	0	1	0	0	0	0	176	44	0	0	0	0	2	0	0	0	1	0	52	0	5	0	0	0	66	0	33	0	0	0	0	0	0	0	151	0	0	354	0	0	0	5014	0	851	0	0	0	0	0	45	0	0	183	0	0	0	0	0	0	25	0	32	0	2	0	0	0	0	1	0	0	0	5	15	2	0	1	1	0	0	0	0	2	0	0	0	1	0	0	1	0	2	0	0	13	0	0	0	1	0	0	0	23	1	1	0
2023_08_21_AN986_16S_pda_mice_ffpe	1655	0	0	0	0	0	3	0	0	0	51	0	0	0	0	0	0	0	162	0	0	0	0	0	1	0	0	0	0	0	279	0	0	1842	0	0	0	1	0	0	2778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	416	0	0	0	0	0	5	1	0	625	0	0	0	6	0	24	3	0	887	0	0	0	0	2	0	17	0	0	0	0	0	0	0	0	1	0	0	0	5	19	1	0	5	280	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	31	2	0	0
2023_08_21_AN912_16S_pda_mice_ffpe	0	0	1023	0	0	0	0	0	0	0	4236	549	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	676	0	0	981	0	0	0	234	0	0	2639	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27266	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1299	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	325	0	0	0	0	0	0	803	0	373	0	0	0	5	0	22	0	0	992	0	0	0	0	0	0	8	0	0	0	2	0	0	0	1	0	0	1	0	4	7	0	0	2	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	12	2	0	0	4	0	0	0	14	5	1	0
2023_08_21_AN1078_16S_pda_mice_ffpe	0	0	0	0	475	0	7	0	0	0	798	0	0	5	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	1450	0	0	6856	0	0	0	0	0	0	952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29346	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	378	0	0	0	0	0	0	659	0	465	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	15	0	0	0	2	0	0	0	0	2	0	1	0	4	16	1	0	3	897	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	11	0	0	0	10	0	0	0	33	2	4	0
2023_08_21_AN1023_16S_pda_mice_ffpe	940	0	7718	0	0	0	0	0	0	0	1350	0	0	2	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	320	0	3	14734	0	0	0	2	1	0	1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	821	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	15908	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	140	0	0	0	4	0	9	1	0	1643	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	2	0	0	0	3	0	2	0
2023_08_21_AN866_16S_pda_mice_ffpe	0	0	728	0	122	2	0	0	0	0	1112	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	500	0	0	4085	0	0	0	264	0	0	3626	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	196	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23993	0	0	0	0	1	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	570	0	492	0	0	0	0	435	0	0	0	2	0	0	270	4	0	0	0	0	0	0	1912	0	0	0	0	0	0	176	0	0	1	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	1	34	0	0	0	0	1	0	0	284	0	0	2	0	0	449	1295	0	229	0	0	0	3	0	17	0	0	435	1	0	18	0	0	0	6	1	0	0	6	0	1	0	4859	0	0	2	0	7	21	0	0	1	379	1	0	0	1	4	0	0	0	1	0	0	0	0	1	0	0	6	0	1	0	5	0	0	0	10	0	8	0
2023_01_11_NCT_1_16S_EKT	0	107	1	1112	57	633	2	960	0	3080	23683	0	561	14	244	361	297	427	4	53	1	4	13	30	0	0	96	280	16	0	0	9	2	0	1	402	545	1	0	653	124	4	0	35	60	325	25	0	4	0	9	0	26	12	5693	2	1011	1	3	5	0	241	6	3394	18	10	10	14	20	28	82	0	0	10	8	6	27	0	9	37	27	0	15	3	3	10	5	305	0	4	2	0	3	3	6	0	41	240	360	0	4	0	39	2	0	0	0	27	1	0	2	5	0	0	0	30	0	0	0	1	249	78	460	0	2	133	0	0	3	4	0	1	0	7	0	11	0	1	2	0	38	0	0	0	0	625	0	0	0	0	201	0	61	0	0	4	18	0	0	11	0	1	2	2	0	26	0	0	0	3	0	2	141	23	0	0	1	0	0	5	0	0	43	6	0	0	0	1	9	0	0	2	0	0	4	45	1	0	0	0	14	8	0	0	1	0	1	0	0	0	0	0	0	0	0	0	16	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023_01_11_NCT_5_16S_EKT	0	3	2	23	0	18	1	12	0	18	662	0	10	0	29	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	1	0	0	0	0	0	1	2	3	0	0	2	0	0	0	0	0	201	0	32	0	0	0	0	1	0	86	1	0	0	1	0	0	1	0	0	0	1	0	8	0	2	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	2	0	4	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	9	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023_01_11_NCT_2_16S_EKT	0	47	4	261	0	97	0	139	0	584	442	5	124	9	192	0	53	220	0	28	8	0	0	6	0	0	6	0	8	0	0	5	0	6	1	76	131	0	0	63	286	0	0	12	12	3	1	0	0	0	0	0	13	4	235	0	29	1	0	1	0	33	0	37	36	0	0	5	2	11	5	0	0	35	0	3	1	0	2	0	59	0	0	0	0	0	0	380	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	3	0	0	0	0	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	13	0	53	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2022_11_18_Nct_05_16S_PDA-MAPS	0	0	0	0	0	44	1	0	0	0	661	0	0	0	0	0	0	0	8260	0	0	0	0	0	517	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	163	89	0	0	31	0	0	0	0	618	286	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	17	49	1233	0	0	0	0	147	0	0	0	0	0	0	0	26	14	0	0	1	10	5	5	0	0	0	4	35	16	0	0	20	9	0	0	0	0	0	0	5	0	0	0	1	0	0	0	5	0	14	0	3	0	3	4	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	21	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	6672	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	8	2	3	1	0	0	0
2022_11_18_Nct_01_16S_PDA-MAPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
2022_11_18_Nct_02_16S_PDA-MAPS	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	23	0	0	46	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3533	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	1	0	1	0	0
2022_11_18_Nct_03_16S_PDA-MAPS	0	0	0	0	0	6	5	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	23	0	0	4	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	36	0	101	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	15	0	0	0	0	3	0	0	3	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	1	3113	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	8	1	2	0	0	0	0
2022_11_18_Nct_04_16S_PDA-MAPS	0	0	0	0	0	40	0	0	0	0	12685	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	10	0	0	1	0	0	0	0	30	0	0	0	1	9	0	0	0	0	0	3217	0	5	1	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	1	2	675	0	0	0	0	1	0	0	0	0	4	33	0	11	13	9	0	0	0	0	0	0	12	1	0	0	2	0	0	0	0	0	0	15	0	21	0	1	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	15	6	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	1	2	1	0	1	0	0	0	0	0	16	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	3	0	0	0	0	11390	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	8	3	9	1	0	0	0
2022_11_18_Nct_11_16S_PDA-MAPS	0	0	0	0	0	30	6	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	0	25	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	21	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	60	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_11_18_Nct_10_16S_PDA-MAPS	0	0	0	0	0	4	0	0	0	0	1275	0	0	0	0	0	0	0	2670	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	38	0	0	0	0	0	0	0	144	77	0	0	0	0	0	15	0	0	0	0	45	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	11	14	148	0	0	0	0	53	0	0	0	5	0	1	0	5	3	0	0	1	1	4	1	0	0	0	1	0	4	0	0	4	2	0	0	1	0	1	0	2	0	1	0	1	0	1	0	2	0	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	51	0	0	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	6	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
