feature	Finegoldia	Anaerococcus	Lachnospiraceae_unclassified_family	Campylobacter	Mesorhizobium	Pseudomonas	Faecalibacterium	Peptostreptococcaceae_unclassified_family	Blautia	Streptococcus	Peptoniphilus	Anaerobutyricum	Clostridium	Anaerostipes	Dialister	Mediterraneibacter	Ruminococcus	Escherichia	Lachnospira	Aminipila	Shigella	Mogibacterium	Massilistercora	Romboutsia	Pseudobutyrivibrio	Lactobacillus	Stenotrophomonas	Phocaeicola	Cutibacterium	Roseburia	Lachnoclostridium	Acinetobacter	Sinorhizobium	Ruthenibacterium	Staphylococcus	Janthinobacterium	Eubacteriales.Family.XIII..Incertae.Sedis_unclassified_family	Lacrimispora	Enterococcus	Bacteroides	Megasphaera	Salmonella	Enterobacter	Hungatella	Enterocloster	Haemophilus	Corynebacterium	Veillonella	Ligilactobacillus	Brucella	Agrobacterium	Ralstonia	Peptacetobacter	Gemella	Bacillus	Anaerocolumna	Acetivibrio	Fusobacterium	Mammaliicoccus	Tannerella	Lachnoanaerobaculum	Herbinix	Porphyromonas	Prevotella	Yokenella	Mannheimia	Paraclostridium	Piscinibacter	Serratia	Citrobacter	Sphingomonas	Clostridioides	Crassaminicella	Klebsiella	Butyrivibrio	Segatella	Rhizobium	Parvimonas	Abiotrophia	Aerococcus	Alkaliphilus	Pantoea	Mixta	Jeotgalibaca	Sodalis	Enterobacteriaceae_unclassified_family	Vibrio	Priestia	Limosilactobacillus	Proteus	Methylobacterium	Edwardsiella	Moraxella	Actinobacillus	Yersinia	Cronobacter	Xylanibacter	Pseudoduganella	Tetragenococcus	Pasteurella	Carnobacterium	Methylocystis	Leclercia	Aggregatibacter	Acidovorax	Phyllobacterium	Raoultella	Burkholderiales_unclassified_order	Providencia	Aquibium	Erwinia	Companilactobacillus	Methylorubrum	Selenomonas	Atlantibacter	Lysinibacillus	Pectobacterium	Kluyvera	Melissococcus	Paracidovorax	Stutzerimonas	Aeromonas	Aminobacter	Vagococcus	Filifactor	Hydrogenophaga	Phascolarctobacterium	Lactococcus	Gudongella	Neisseria	Azospira	Novosphingobium	Latilactobacillus	Aquabacterium	Capnocytophaga	Kosakonia	Listeria	Leptothrix	Sphaerotilus	Massilia	Rubrivivax	Schaalia	Diaphorobacter	Actinomyces	Devosia	Cupriavidus	Roseateles	Weissella	Herbaspirillum	Sphingobium	Leuconostoc	Ottowia	Chromobacterium	Cloacibacterium	Comamonas	Eikenella	Glaesserella	Sphingosinicella	Hyphomicrobium	Rhodoferax	Cytobacillus	Kingella	Lapidilactobacillus	Kocuria	Brevundimonas	Delftia	Sphingosinithalassobacter	Pasteurellaceae_unclassified_family	Avibacterium	Rhodopseudomonas	Rhizorhabdus	Caminibacter	Bibersteinia	Bradyrhizobium	Bosea	Paenacidovorax	Variovorax	Methylibium	Afipia	Breoghania	Caenibius	Microvirga	Rothia	Polaromonas	Croceicoccus	Bordetella	Ancylobacter	Blastochloris	Paracoccus	Stella	Burkholderia	Tsuneonella	Ochrobactrum	Tardibacter	Sphingopyxis	Xanthomonas	Roseomonas	Altererythrobacter	Micrococcus	Collimonas	Vitreoscilla	Sphingorhabdus	Alicycliphilus	Anabaena	Inhella	Rodentibacter	Caulobacter	Alysiella	Salinicoccus	Ramlibacter	Paraburkholderia	Acetobacter	Porphyrobacter	Synechococcus	Denitratisoma	Erythrobacter	Nitrobacter	Neorhizobium	Undibacterium	Oscillatoria	Parasphingopyxis	Pandoraea	Mycetohabitans	Caballeronia	Qipengyuania	Zymomonas	Blastomonas	Sulfuricystis	Rhodoplanes	Betaproteobacteria_unclassified_class	Phenylobacterium
2022_12_20_neg_KO2_16S_PMAPS	0	17	23	2206	236	4	0	0	58	86815	80	0	6	92	2	41	0	5	4	387	0	461	1	149	16	1	0	1	103	109	105	207	1	0	188	5	13	246	113	41	24	6	45	4	36	62642	51	13374	2	1	0	2301	1352	7747	5	36	0	3002	0	134	605	33	482	1323	0	134	135	44	142	17	8758	575	47	52	178	101	0	1328	2617	368	18	25	0	65	3	0	55	0	0	6	1	0	314	88	0	0	1	0	219	226	289	0	3	1311	17	0	3	0	8	1	1	3	0	1184	0	5	37	0	6	1	0	1	1	551	1561	0	54	1	0	5940	0	97	7	9	182	0	0	28	2	0	6	55	1	77	0	17	4448	12	2	11	1	2	3	129	1	529	92	126	1	24	1	3	2	0	0	41	2	13	99	198	0	0	17	358	9	15	121	4	40	1	1	0	188	3	1	0	0	13	0	0	2834	1	1	2	6	0	0	0	0	0	29	1	0	2	30	25	0	1	2	18	10	0	1	0	0	0	2	0	0	0	0	344	0	2	2	3	1	0	0	0	1
2023_06_26_NCT_1_gem_Ext_16S_pda_mice_kpc	0	89	0	0	1064	19	0	0	0	1657	0	0	1	9	250	0	0	50	0	0	0	312	0	0	0	0	0	0	3091	0	0	28	2	0	1169	121	0	0	0	1	459	0	0	0	1	3	4	1868	0	2	0	420	0	209	0	0	0	0	1	0	1	0	1	4164	0	0	0	0	1	0	643	0	0	0	1	170	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	14	0	0	8	1	0	94	0	167	0	0	0	0	1	2	0	1	0	1714	0	49	0	1	35	0	84	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2023_06_26_NCT_2_gem_Ext_16S_pda_mice_kpc	0	0	1	44	437	0	0	0	10	1746	0	0	3	39	1	11	56	129	3	0	0	418	0	0	0	57	0	0	3390	51	44	0	0	0	2601	0	0	3	7	0	94	0	0	3	5	0	31	1966	0	0	0	249	0	353	6	11	0	60	0	9	110	12	25	4429	0	0	0	0	0	0	168	0	0	0	58	118	0	0	23	21	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	22	0	0	0	0	0	0	0	0	1	0	0	57	1	0	0	0	0	0	0	0	0	0	89	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2879	0	630	0	0	0	1	0	0	0	0	0	6	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023_06_26_NCT_1_acid_Ext_16S_pda_mice_kpc	0	0	0	0	2914	0	0	0	0	942	0	0	0	0	0	0	0	39	0	0	0	145	0	0	0	0	0	0	781	2	1	28	0	0	0	180	0	0	0	0	24	0	0	0	0	0	0	1036	0	9	0	613	0	340	0	0	0	0	0	0	0	0	0	2370	0	0	0	7	0	0	418	0	0	0	0	167	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	13	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	3	0	120	0	0	0	5	1	0	0	1287	0	44	0	0	3	0	1	0	0	2	0	0	43	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	116	1	0	1	0	0	133	0	2	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023_06_26_NCT_2_acid_Ext_16S_pda_mice_kpc	0	5	0	0	1042	0	0	0	0	1707	0	0	1	0	2	0	0	25	0	0	0	48	0	0	0	1	0	0	1048	0	0	0	1	0	0	1	0	0	13	0	298	0	0	0	0	0	0	882	0	3	0	0	0	239	0	0	0	183	0	0	0	0	0	1758	0	0	0	0	0	0	1133	0	0	0	0	4	1	0	2	28	0	0	0	11	0	0	0	2	0	0	184	0	1	0	0	0	0	0	40	0	18	0	0	0	0	0	0	0	0	0	0	0	524	1	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	2640	0	155	0	0	0	1	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	140	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023_06_26_NCT_6_16S_PDA-MAPS	0	0	0	0	2251	1	1	0	0	8521	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	69	0	0	65	5	0	450	0	0	0	7	0	0	1	10	0	0	1414	0	33	0	19	0	622	0	298	2	0	0	0	0	0	0	0	5	2	2	10	0	2	1	3	795	0	0	36	0	0	7	0	5	20	0	1	1	2	0	0	0	0	0	1	1	1	92	11	0	0	0	0	10	8	17	0	1	51	0	0	13	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	1	36	0	0	0	3	0	455	0	14	0	5	0	0	0	3	0	0	4	0	0	0	0	10	332	2	0	0	0	0	0	0	0	6	1	16	0	0	1	1	0	83	0	9	0	0	8	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	76	0	3	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
2023_06_26_NCT_7_16S_PDA-MAPS	0	0	0	0	0	0	0	0	0	6320	0	0	0	0	0	0	0	453	0	0	40	14	0	0	0	0	2	0	4	0	0	4	0	0	678	323	0	0	3	0	0	77	309	0	0	2876	0	0	0	0	0	839	0	344	1	0	0	0	0	2	0	0	3	0	5	20	0	103	53	39	9556	0	0	157	0	0	1	0	26	1	1	4412	124	0	3	102	3	26	0	15	0	21	209	95	38	17	0	50	0	19	0	0	90	17	0	1	19	0	9	0	26	0	0	0	0	0	11	18	0	0	0	6	0	0	0	0	0	2	0	0	0	146	0	0	0	5	0	2	0	232	1	0	0	0	80	8	15	0	6	2	0	0	0	0	0	0	17	154	0	3	1	0	0	11	0	3	1	1	9	0	0	0	8	1	0	0	88	36	0	0	2	0	1	0	0	0	0	0	0	0	7	0	0	2	0	50	64	0	2	1	0	3	0	3	0	4	0	0	0	0	0	0	5	0	0	13	0	0	0	0	0	0	0	0	4	5	2	0	0	0	0
2023_06_26_NCT_1_16S_PDA-MAPS	0	4	0	0	0	0	0	0	0	2561	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	171	1	0	0	14	0	0	1	0	0	0	0	0	0	219	0	2	0	0	0	120	0	95	0	0	0	106	0	0	0	0	0	0	0	1	0	3	1	0	72	0	0	5	0	0	5	0	1	0	0	56	2	0	0	0	0	0	0	0	1	1	4	0	0	0	0	55	0	2	0	0	1	45	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	1	0	0	0	1	0	0	0	2	0	102	1	0	0	0	60	2	102	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	5	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1242	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	1	0	3	0	0	0	0	0	0	0
2023_06_26_NCT_5_16S_PDA-MAPS	0	0	0	26	0	0	0	0	0	964	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	55	0	119	0	0	0	2	0	53	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	181	0	0	0	0	0	0	0	39	12	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	53	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023_07_06_P0168841_16S_pda_human_ffpe	0	86	0	0	0	0	1	0	0	2762	130	0	3	1	8	0	0	53	0	0	0	68	0	0	0	1	0	0	500	1	0	1	0	0	2	0	0	0	16	0	254	0	0	0	0	0	0	2123	0	0	0	0	0	622	1	0	0	0	0	0	0	0	4	1012	0	0	0	0	0	0	787	0	3	0	1	64	2	0	4	82	0	0	0	15	0	0	1	0	0	0	182	0	0	0	0	0	0	0	50	0	75	1	0	0	0	0	0	0	0	0	0	0	135	9	0	1	0	0	0	0	0	0	0	213	0	0	7	0	0	49	0	3	7	0	0	0	0	0	0	0	0	1558	0	238	2	0	0	4	0	13	0	0	1	0	1	17	0	1	0	0	0	0	0	0	287	0	3	0	0	0	7	0	0	0	2	0	0	0	2	3	0	8	3	0	1	0	8	0	1	0	0	0	0	1	0	0	98	1	6	0	0	0	0	7	0	0	0	0	0	0	2	1	0	11	0	0	0	1	0	3	0	0	0	0	0	3	0	0	0	0	1
2023_07_06_P007019_16S_pda_human_ffpe	0	0	0	0	23	0	0	0	0	564	0	0	7	0	2	1	0	75	0	0	0	89	0	0	0	0	0	1	573	0	0	0	4	0	234	0	0	0	2	1	153	0	0	0	0	0	0	1034	0	8	0	0	0	2	4	0	0	208	0	0	1	0	2	2302	0	0	0	1	0	0	367	0	0	0	0	30	0	0	1	0	0	0	0	0	0	0	0	1	0	0	294	0	13	0	0	0	2	0	0	0	2	0	0	0	3	2	0	8	0	1	0	0	99	7	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	2	0	0	0	0	0	4	0	0	0	1338	0	380	0	0	0	0	0	3	0	0	0	0	4	1	0	1	0	0	0	0	0	10	188	0	15	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	1	281	0	2	0	1	0	0	0	3	0	4	0	0	0	0	3	0	0	0	0	0	0	0	2	0	5	6	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0
2023_08_21_Digestion buffer_16S_pda_mice_ffpe	0	2	0	0	1	0	0	0	0	3426	0	0	1	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	2836	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40433	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	568	0	0	0	0	0	0	0	0	6	0	0	1	1	0	0	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	7	0	0	1	168	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	10	0	0	0	0	8	0	0	0	8	3	3	0	0	0	0
2023_08_21_AN850_16S_pda_mice_ffpe	1	1	0	0	0	0	659	0	0	3837	0	0	0	0	1	0	7	546	0	0	0	0	0	0	0	0	0	0	3159	0	0	0	0	237	8315	0	0	0	1046	0	0	1	0	0	0	0	308	1239	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35140	0	0	0	0	0	0	0	18	397	0	0	0	60	0	0	0	0	0	0	690	0	0	0	0	0	0	0	241	0	188	1	0	0	0	0	0	0	0	0	0	0	838	0	0	0	0	0	0	0	0	0	0	1238	0	0	0	1	0	0	0	209	126	0	0	0	1	0	0	0	0	0	0	113	0	0	0	2	0	10	0	0	0	0	0	0	0	440	0	0	1	0	3	0	0	0	158	0	0	1	5	0	0	1888	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	2	0	0	0	3	10	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	5	2	0	0	0	5	0	0	0	10	4	6	0	0	0	0
2023_08_21_AN851_16S_pda_mice_ffpe	2	6116	0	0	0	1	0	0	0	4743	0	0	0	0	515	0	0	265	0	0	1	0	0	0	0	44	0	0	6079	0	0	366	0	0	1338	0	0	0	1981	0	0	0	0	0	0	0	935	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	134	0	0	2	4	0	0	495	0	0	0	0	1	0	5	0	2	0	1	0	0	0	1153	0	0	1	0	2	8	0	0	3	3445	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	3	0	0	0	6	0	1	0	0	0	0
2023_08_21_AN1044_16S_pda_mice_ffpe	2228	0	0	0	0	0	0	0	0	769	0	0	2	0	0	0	0	139	0	0	1	0	0	0	0	0	0	0	21497	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	5	0	0	5	1	0	0	1638	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	1	0	0	0	4	0	0	0	1	1	4	0	0	0	0
2023_08_21_AN1100_16S_pda_mice_ffpe	1271	2532	0	142	0	0	0	0	0	1388	497	0	0	0	0	0	0	172	0	1	1	0	0	0	0	0	2953	0	6233	0	0	0	0	0	3	0	0	0	65	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21656	0	0	1	0	0	0	0	0	449	0	0	0	2	0	0	1	65	0	0	1	0	0	0	0	0	0	0	2	0	199	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	1	0	0	0	0	173	0	0	0	1	0	0	0	176	44	0	0	0	2	0	0	1	0	52	0	5	0	0	0	66	0	33	0	0	0	0	0	0	0	151	0	0	354	0	0	0	5014	0	851	0	0	0	45	0	0	183	0	0	0	0	0	0	25	0	32	0	2	0	0	0	0	1	0	0	0	5	15	2	0	1	1	0	0	0	0	2	0	0	1	0	0	0	1	0	2	0	0	13	0	0	0	0	1	0	0	0	23	1	1	0	0	0	0
2023_08_21_AN986_16S_pda_mice_ffpe	1655	0	0	0	0	3	0	0	0	51	0	0	0	0	0	0	0	162	0	0	1	0	0	0	0	0	279	0	1842	0	0	1	0	0	2778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	416	0	0	0	0	0	5	1	0	625	0	0	6	24	3	0	887	0	0	0	0	2	0	17	0	0	0	0	0	0	0	0	1	0	0	0	5	19	1	0	5	280	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	31	2	0	0	0	0	0
2023_08_21_AN912_16S_pda_mice_ffpe	0	1023	0	0	0	0	0	0	0	4236	549	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	676	0	981	0	0	234	0	0	2639	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27266	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1299	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	325	0	0	0	0	0	0	803	0	373	0	0	5	22	0	0	992	0	0	0	0	0	0	8	0	0	0	2	0	0	0	1	0	0	1	0	4	7	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	12	2	0	0	0	4	0	0	0	14	5	1	0	0	0	0
2023_08_21_AN1078_16S_pda_mice_ffpe	0	0	0	475	0	7	0	0	0	798	0	0	5	0	0	0	0	197	0	0	0	0	0	0	0	0	1450	0	6856	0	0	0	0	0	952	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29346	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	378	0	0	0	0	0	0	659	0	465	0	0	0	24	0	0	0	0	0	0	0	0	0	15	0	0	0	2	0	0	0	0	2	0	1	0	4	16	1	0	3	897	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	11	0	0	0	0	10	0	0	0	33	2	4	0	0	0	0
2023_08_21_AN1023_16S_pda_mice_ffpe	940	7718	0	0	0	0	0	0	0	1350	0	0	2	0	0	0	0	194	0	0	0	0	0	0	0	0	320	3	14734	0	0	2	1	0	1295	0	0	0	0	0	0	0	0	0	0	0	109	821	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	15908	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	140	0	0	4	9	1	0	1643	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	2	0	0	0	3	0	2	0	0	0	0
2023_08_21_AN866_16S_pda_mice_ffpe	0	728	0	122	2	0	0	0	0	1112	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	500	0	4085	0	0	264	0	0	3626	4	0	0	1	0	0	1	0	0	0	0	0	0	0	2	196	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	23993	0	0	1	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	1	570	0	492	0	0	0	0	435	0	0	0	2	0	0	270	4	0	0	0	0	0	0	1912	0	0	0	0	0	0	176	0	0	1	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	1	34	0	0	0	0	1	0	0	284	0	0	2	0	0	449	1295	0	229	0	0	3	17	0	0	435	1	0	18	0	0	0	6	1	0	0	6	0	1	0	4859	0	0	2	0	7	21	0	0	1	379	1	0	0	1	4	0	0	1	0	0	0	0	0	1	0	0	6	0	1	0	0	5	0	0	0	10	0	8	0	0	0	0
2023_01_11_NCT_1_16S_EKT	0	1	1112	57	633	2	960	0	3080	23683	0	561	14	244	361	297	427	4	53	13	0	0	96	280	16	0	0	2	0	402	545	1	0	653	124	4	0	60	325	25	4	0	9	26	12	5693	2	1011	3	5	0	241	6	3394	10	14	20	82	0	8	27	9	37	27	0	15	3	3	10	5	305	4	2	3	3	6	0	41	240	360	0	4	0	39	0	0	27	1	0	5	0	0	0	30	0	0	0	1	249	78	460	0	2	133	0	0	3	4	0	1	0	7	0	11	0	1	2	0	38	0	0	0	0	625	0	0	0	201	0	61	0	4	18	0	11	0	1	2	0	26	0	0	0	3	0	2	141	23	0	0	1	0	0	5	0	0	43	6	0	0	0	1	9	0	0	2	0	4	45	1	0	0	14	8	0	0	1	0	1	0	0	0	0	0	0	0	0	0	16	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023_01_11_NCT_5_16S_EKT	0	2	23	0	18	1	12	0	18	662	0	10	0	29	0	0	8	0	1	0	0	0	0	0	0	0	0	0	1	2	3	1	0	0	0	0	0	2	3	0	2	0	0	0	0	201	0	32	0	0	0	1	0	86	0	1	0	1	0	1	8	2	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	2	0	4	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	9	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023_01_11_NCT_2_16S_EKT	0	4	261	0	97	0	139	0	584	442	5	124	9	192	0	53	220	0	28	0	0	0	6	0	8	0	0	0	6	76	131	0	0	63	286	0	0	12	3	1	0	0	0	13	4	235	0	29	0	1	0	33	0	37	0	5	2	5	0	0	1	2	0	59	0	0	0	0	0	0	380	0	0	0	1	0	0	0	0	2	0	0	0	1	1	0	0	0	1	0	1	0	0	3	0	0	0	0	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	13	0	53	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
