feature,metadata,value,coef,stderr,N,N.not.0,pval,ref_value,pval.adj
Bradyrhizobium__quebecense,Control_type,Buffer,-1.02714179616763,0.897807721955549,262,42,0.253669252405975,PCR,0.4761176737465992
Sphingobium__sp.__AP49,Control_type,Buffer,0.578305464647858,0.506458464437302,262,36,0.254578466525121,PCR,0.4770087990521892
Ralstonia__pseudosolanacearum,Control_type,Paraffin,0.853135833357998,0.748169061700666,262,55,0.255227784769584,PCR,0.47781774539983507
Veillonella__rodentium,Control_type,Paraffin,-1.36742261388875,1.1999889914695,262,74,0.255547555141188,PCR,0.47800888508522044
Sphingobium__sp.__PAMC28499,Control_type,Buffer,-0.535060164997566,0.470103141387288,262,27,0.256110999462697,PCR,0.47864649655555563
Fusobacterium__nucleatum,Control_type,Buffer,0.903490270795771,0.794162483976552,262,55,0.256324353346691,PCR,0.47864649655555563
Planococcus__sp.__MB.3u.03,Control_type,Paraffin,-0.593256890300643,0.521895776480892,262,29,0.256712251039151,PCR,0.4789635541902937
Bradyrhizobium__ontarionense,Control_type,Buffer,0.561214426907593,0.49432438113882,262,29,0.25730471467989,PCR,0.4796614205747356
Streptococcus__equinus,Control_type,Buffer,0.728567463657915,0.642529863991645,262,49,0.257895343799013,PCR,0.4803546861599937
Methylorubrum__extorquens,Control_type,Buffer,-1.07447287387915,0.948128206945619,262,73,0.258166566919907,PCR,0.48045235674247105
Mammaliicoccus__sciuri,Control_type,Paraffin,-0.804377992754662,0.717320720076009,262,38,0.263183495727457,PCR,0.48790531704968343
Bradyrhizobium__pachyrhizi,Control_type,Buffer,-0.709959226185558,0.633547591805229,262,27,0.263504419863809,PCR,0.48790531704968343
Variovorax__sp.__PAMC28562,Control_type,Buffer,0.665078159478559,0.593392430362231,262,31,0.263420497600442,PCR,0.48790531704968343
Streptococcus__salivarius,Control_type,Buffer,1.6428897049089,1.46883992276518,262,152,0.264404206585596,PCR,0.4891589196815238
Sphingomonas__kaistensis,Control_type,Buffer,-0.631580559317545,0.566548746843261,262,32,0.265987625187218,PCR,0.4916740950430393
Streptococcus__mitis,Control_type,Paraffin,-1.77698248391231,1.59542618539539,262,177,0.266410504490939,PCR,0.4920416045938621
Caminibacter__mediatlanticus,Control_type,Paraffin,-0.636458548534004,0.573000586098233,262,30,0.267719526404439,PCR,0.49321483220146656
Sphingomonas__morindae,Control_type,Paraffin,0.702090210726816,0.634614573567763,262,38,0.26962424585384,PCR,0.49630749697823356
Bradyrhizobium__sediminis,Control_type,Paraffin,0.699643853769087,0.635066938296464,262,29,0.271633253802898,PCR,0.4995867884013099
Fusobacterium__vincentii,Control_type,Paraffin,-0.886416629803961,0.806124361970248,262,45,0.272538184848889,PCR,0.5002395832307652
Abiotrophia__defectiva,Control_type,Paraffin,-1.49800550326194,1.36332217872742,262,74,0.27289174319885,PCR,0.5002395832307652
Streptococcus__mitis,Control_type,Buffer,1.53311420712085,1.39596097349054,262,177,0.273127167711151,PCR,0.5002395832307652
Staphylococcus__cohnii,Control_type,Paraffin,0.665733495124681,0.60722888396873,262,37,0.273957261333784,PCR,0.5013417882408248
Butyrivibrio__hungatei,Control_type,Paraffin,-0.732660094939906,0.668729126917132,262,33,0.27428319667856,PCR,0.5015203163248274
Variovorax__boronicumulans,Control_type,Buffer,1.0806515526749,0.988605953155195,262,60,0.275374608049055,PCR,0.502678835640669
Enhydrobacter__sp.,Control_type,Buffer,0.952635354466336,0.873072710536802,262,42,0.276241806454869,PCR,0.503843029048914
Rhodoferax__mekongensis,Control_type,Paraffin,-0.70695371809529,0.648473829051029,262,35,0.276658593923205,PCR,0.5041844583032018
Streptococcus__intermedius,Control_type,Paraffin,-0.997490574067628,0.916515491859679,262,85,0.277463712583131,PCR,0.5052324318677908
Blautia__producta,Control_type,Buffer,0.573323554003554,0.528200849966476,262,39,0.278753564386263,PCR,0.5071605860747586
Variovorax__sp.__38R,Control_type,Buffer,0.720740226664685,0.665995676816728,262,44,0.280182176900402,PCR,0.5089165099034597
Roseburia__rectibacter,Control_type,Buffer,0.57778006596399,0.535363046142439,262,36,0.281500809629459,PCR,0.510889072682886
Streptococcus__lactarius,Control_type,Buffer,0.792495860462043,0.73588896535105,262,79,0.282528391582287,PCR,0.5113696720954168
Tsuneonella__sp.__CC.YZS046,Control_type,Buffer,-0.349050211351084,0.324231899169403,262,30,0.282697077378796,PCR,0.5113696720954168
Anaerococcus__obesiensis,Control_type,Paraffin,0.852901572142929,0.792655847979105,262,40,0.282938067465363,PCR,0.5113843589744338
Burkholderia__glumae,Control_type,Paraffin,1.29361953067142,1.20425465994183,262,76,0.283741088614837,PCR,0.5119929585851948
Neisseria__elongata,Control_type,Buffer,0.430847861666864,0.401903601217453,262,28,0.284721540931498,PCR,0.5133403151769865
Mesorhizobium__terrae,Control_type,Paraffin,-1.59888895192538,1.49946067265289,262,103,0.287288411958335,PCR,0.5168727075362651
Fusobacterium__hwasookii,Control_type,Paraffin,-0.564076619199259,0.529683047227994,262,27,0.287909928057721,PCR,0.5173896906831058
Lacrimispora__saccharolytica,Control_type,Buffer,0.734138002288961,0.690644630122412,262,39,0.288794946836873,PCR,0.5185557671739763
Megasphaera__massiliensis,Control_type,Buffer,0.5158731053752,0.486251391843948,262,27,0.289726803112291,PCR,0.5194782909544688
Anaeromicropila__herbilytica,Control_type,Buffer,0.432269829606071,0.407495255087318,262,28,0.289781833524237,PCR,0.5194782909544688
Sphingomonas__aerolata,Control_type,Buffer,0.82830753880943,0.782240902108906,262,59,0.290647689503745,PCR,0.5206054862563001
Mammaliicoccus__sciuri,Control_type,Buffer,-0.662681760454381,0.62763902201723,262,38,0.292040069563417,PCR,0.5218226141263334
Peptostreptococcus__equinus,Control_type,Paraffin,1.28533497197439,1.21826389409772,262,53,0.292395030297354,PCR,0.522032102872349
Rhodoferax__koreense,Control_type,Paraffin,1.15498972588852,1.09569246563841,262,52,0.292822519409319,PCR,0.5223706357618721
Priestia__megaterium,Control_type,Paraffin,-0.456797086744876,0.434021871815929,262,31,0.293574166013078,PCR,0.5232864192895449
Sphingomonas__sp.__NIC1,Control_type,Buffer,1.0702777456348,1.0178627648118,262,112,0.294022774904352,PCR,0.5236610005595759
Pantoea__agglomerans,Control_type,Paraffin,-0.531814517535803,0.509748625257427,262,31,0.297799212505381,PCR,0.5282166979384142
Streptococcus__intermedius,Control_type,Buffer,0.836943581789999,0.80192983539287,262,85,0.297626387913483,PCR,0.5282166979384142
Paracoccus__suum,Control_type,Buffer,-0.895838496255554,0.859068899074443,262,49,0.298023901978914,PCR,0.5282166979384142
Gemella__morbillorum,Control_type,Paraffin,-1.23312294034601,1.18341847078814,262,101,0.298394359315925,PCR,0.5284467847240091
Qipengyuania__citrea,Control_type,Buffer,-0.404069012334703,0.38803832423876,262,29,0.298713120752919,PCR,0.5285850227021838
Gemella__haemolysans,Control_type,Paraffin,-1.37502605647796,1.32243483710145,262,132,0.299428494912067,PCR,0.5289983707376502
Anaerococcus__vaginalis,Control_type,Paraffin,0.917122241984722,0.88179892259118,262,35,0.299294118853321,PCR,0.5289983707376502
Staphylococcus__carnosus,Control_type,Buffer,-0.595479832428823,0.573877220430372,262,45,0.300415262946235,PCR,0.5301631794218984
Lactobacillus__taiwanensis,Control_type,Paraffin,-0.507780036327366,0.489516648973252,262,30,0.30057065500012,PCR,0.5301631794218984
Acinetobacter__sp.__SAAs474,Control_type,Buffer,-0.341719872993683,0.330920393339645,262,30,0.302749440830033,PCR,0.5335776661819843
Sphaerotilus__sulfidivorans,Control_type,Buffer,0.675199890886525,0.654320042436963,262,36,0.303087812567376,PCR,0.5337456586992443
Selenobaculum__gbiensis,Control_type,Buffer,-0.325924983708432,0.316086072919008,262,27,0.303454292238769,PCR,0.5339628411509109
Bacillus__halotolerans,Control_type,Paraffin,-0.721566587745417,0.700725799303079,262,28,0.304103173670464,PCR,0.5346761964614404
Anaerostipes__hadrus,Control_type,Paraffin,-0.845710650842125,0.823331709923524,262,52,0.30530482794136,PCR,0.5359307771056967
Paracoccus__sp.__M09,Control_type,Paraffin,0.621169522851411,0.606361512530029,262,28,0.306603453020733,PCR,0.5375631598676655
Staphylococcus__pasteuri,Control_type,Paraffin,1.04328281908402,1.02127545894072,262,75,0.307958838870289,PCR,0.538793119029339
Burkholderia__lata,Control_type,Paraffin,1.19855286145212,1.17297677124388,262,72,0.307838091822181,PCR,0.538793119029339
Sphingomonas__sanxanigenens,Control_type,Buffer,0.519418231509749,0.508739165318203,262,50,0.308222458231609,PCR,0.538793119029339
Facklamia__hominis,Control_type,Buffer,-0.688808749259143,0.679168480091074,262,28,0.311447656643071,PCR,0.5428087730064952
Achromobacter__denitrificans,Control_type,Paraffin,0.635511304346193,0.627765123006679,262,30,0.312331696510526,PCR,0.5439178473728113
Mesorhizobium__sp.__L.8.3,Control_type,Paraffin,-0.412443019659667,0.407800491380339,262,28,0.312787481833206,PCR,0.5442799604641207
Bacillus__velezensis,Control_type,Paraffin,-1.00492136613192,0.99515335363623,262,55,0.313537142859582,PCR,0.5451524669197483
Gemella__sanguinis,Control_type,Buffer,-0.981756500051125,0.976647908864237,262,99,0.315734954005067,PCR,0.5485395245214614
Sphingomonas__sp.__M1.B02,Control_type,Paraffin,1.00855391672098,1.00392980803072,262,107,0.316035214099102,PCR,0.5486271384676902
Bradyrhizobium__sp.,Control_type,Paraffin,0.575995911137321,0.575050917843717,262,28,0.317461714081499,PCR,0.5506681865110361
Variovorax__sp.__PAMC__28711,Control_type,Paraffin,0.758680455948629,0.76092198980919,262,42,0.319679699198586,PCR,0.5540778369692935
Granulicatella__elegans,Control_type,Buffer,1.27045592648754,1.27613445481882,262,87,0.320408802192867,PCR,0.5549035722519999
Streptococcus__parasuis,Control_type,Buffer,0.798084513835042,0.802839285966038,262,74,0.321123781304489,PCR,0.5557035648106051
Facklamia__hominis,Control_type,Paraffin,-0.771002270630459,0.7762130876217,262,28,0.321508091334883,PCR,0.5559305264341756
Campylobacter__ureolyticus,Control_type,Paraffin,0.428116646742644,0.432238198323426,262,28,0.322882303541634,PCR,0.5578674575746878
Paracoccus__zhejiangensis,Control_type,Buffer,-0.728171322700041,0.735878845851267,262,30,0.32334014730566,PCR,0.5582193109144885
Streptococcus__parasuis,Control_type,Paraffin,-0.906747890248849,0.917554891446279,262,74,0.323977052721768,PCR,0.5588795033597821
Variovorax__sp.__PAMC26660,Control_type,Buffer,0.493025635311196,0.500497270466835,262,28,0.325518997822392,PCR,0.5610986807048453
Paracoccus__sp.__M09,Control_type,Buffer,-0.519583343457306,0.530552284441064,262,28,0.328343778441046,PCR,0.5650806719878817
Staphylococcus__haemolyticus,Control_type,Paraffin,-1.01420280990139,1.03864737456938,262,122,0.329755895758518,PCR,0.5670665208188767
Cutibacterium__equinum,Control_type,Buffer,-0.622054104629325,0.637873922945309,262,29,0.330382076151417,PCR,0.5676987787390546
Bradyrhizobium__sp.__CCBAU__21365,Control_type,Buffer,-0.57633426868161,0.591443147425667,262,35,0.330750931659804,PCR,0.567888229808389
Staphylococcus__sp.__MZ9,Control_type,Paraffin,0.681069964312825,0.699964848605287,262,59,0.331468813432564,PCR,0.5682322515986812
Ralstonia__sp.__RS647,Control_type,Paraffin,0.553060758639668,0.569599660176456,262,36,0.332482702873074,PCR,0.569081851527101
Streptococcus__sp.__oral__taxon__061,Control_type,Paraffin,-1.08534463618745,1.11924063225271,262,113,0.333103760137183,PCR,0.5692574764679018
Paracoccus__sp.__MC1862,Control_type,Buffer,-0.729987215118049,0.752625752150652,262,37,0.333001554892466,PCR,0.5692574764679018
Micrococcus__luteus,Control_type,Buffer,0.95199627406216,0.984009024401014,262,47,0.334223719322401,PCR,0.5702838287738871
Staphylococcus__saprophyticus,Control_type,Paraffin,0.832727486330223,0.861310096524498,262,55,0.334549007025057,PCR,0.5703766123580948
Sphingomonas__sp.__QA11,Control_type,Buffer,-1.2291593981527,1.2720043339266,262,201,0.334797565268481,PCR,0.5703766123580948
Staphylococcus__edaphicus,Control_type,Buffer,-0.525281417791581,0.546074061461516,262,49,0.336995777030414,PCR,0.5732737524599337
Mesorhizobium__sp.__Pch.S,Control_type,Paraffin,-0.762257151658934,0.801779419563113,262,45,0.342649919280773,PCR,0.5810495928498668
Vagococcus__fluvialis,Control_type,Buffer,-0.389667213681106,0.410768958947392,262,47,0.34370413860445,PCR,0.5823875681908736
Staphylococcus__saccharolyticus,Control_type,Buffer,0.624708104026214,0.660919151174772,262,63,0.345442383959481,PCR,0.5848816308211413
Lactobacillus__johnsonii,Control_type,Paraffin,-0.539538539974349,0.574562357182299,262,30,0.348594004667808,PCR,0.5891582466820842
Escherichia__albertii,Control_type,Paraffin,1.21630629808412,1.2966573032665,262,97,0.349112000488507,PCR,0.5891582466820842
uncultured__Subdoligranulum__sp.,Control_type,Paraffin,0.469301960231417,0.500309533849047,262,29,0.349116604139782,PCR,0.5891582466820842
Massilia__violaceinigra,Control_type,Paraffin,-0.757813570060373,0.808207863382236,262,39,0.349309670847028,PCR,0.5891582466820842
Bradyrhizobium__japonicum,Control_type,Buffer,-0.509614492954704,0.55298400320196,262,48,0.357619612600559,PCR,0.6017874860312855
Sphingomonas__sp.__SUN039,Control_type,Buffer,-0.58011810158442,0.632295028931076,262,40,0.35975466552726,PCR,0.6049167270274601
Lacrimispora__xylanolytica,Control_type,Buffer,0.621446483341215,0.682305058121709,262,39,0.363255215709873,PCR,0.6103354657221738
Croceicoccus__sp.__YJ47,Control_type,Paraffin,0.504995725716508,0.554781148506283,262,44,0.363541050507661,PCR,0.6103487361734125
Crassaminicella__thermophila,Control_type,Paraffin,-0.663461610557352,0.73248533725213,262,44,0.365910473520688,PCR,0.6138574483204209
Variovorax__boronicumulans,Control_type,Paraffin,1.01790378089565,1.12986527177599,262,60,0.368484398293272,PCR,0.6172324474843823
Staphylococcus__warneri,Control_type,Paraffin,1.1420736149446,1.26966120886031,262,123,0.369226117612414,PCR,0.6172853987877
Aminipila__butyrica,Control_type,Buffer,0.715716519280122,0.796163418543398,262,55,0.369520429907975,PCR,0.6172853987877
Sphingomonas__daechungensis,Control_type,Buffer,0.839762924574718,0.934387211600917,262,91,0.369640391350558,PCR,0.6172853987877
Novosphingobium__sp.__ES2.1,Control_type,Paraffin,0.768254880599275,0.85477725632298,262,57,0.369615566684218,PCR,0.6172853987877
Methylobacterium__organophilum,Control_type,Buffer,0.580734351619297,0.646933241519767,262,44,0.370203482191442,PCR,0.6177559626841995
Paracoccus__yeei,Control_type,Buffer,-0.999904427779733,1.11515561874421,262,77,0.370748045775636,PCR,0.6181949191520856
Anaerococcus__prevotii,Control_type,Paraffin,0.919024524765186,1.02673907816558,262,64,0.371579456579924,PCR,0.6191111431331662
Streptococcus__sp.__FDAARGOS_522,Control_type,Paraffin,0.618984536194912,0.692350862403136,262,63,0.372143952794586,PCR,0.6191122123764476
Streptococcus__ruminicola,Control_type,Paraffin,0.436778897835857,0.488467358589834,262,44,0.37206421027965,PCR,0.6191122123764476
Staphylococcus__chromogenes,Control_type,Paraffin,0.705464355049779,0.790858167093691,262,52,0.373217819775411,PCR,0.6199594041049944
Burkholderia__cepacia,Control_type,Paraffin,0.857174983910616,0.962569258475933,262,62,0.374029655896046,PCR,0.6203694292656473
Denitratisoma__oestradiolicum,Control_type,Buffer,0.444917600537229,0.500808602984775,262,29,0.375160406428536,PCR,0.6213063744472587
Streptococcus__marmotae,Control_type,Buffer,0.671368127151262,0.758590667194677,262,61,0.376976187643544,PCR,0.6238430354673871
Fusobacterium__pseudoperiodonticum,Control_type,Buffer,-0.631565958081497,0.714537724247593,262,37,0.377590051782674,PCR,0.6239185505754343
Massilia__sp.__H6,Control_type,Buffer,0.748380219208412,0.846581749013204,262,41,0.377524417485906,PCR,0.6239185505754343
Pseudoduganella__armeniaca,Control_type,Paraffin,0.497217808196418,0.564319073250585,262,37,0.379093730625575,PCR,0.6245235052166263
X.Pseudomonas.__carboxydohydrogena,Control_type,Buffer,0.361736495789472,0.410979797198602,262,28,0.379586933072126,PCR,0.6248672451472179
Anaerococcus__sp.__Marseille.Q7828,Control_type,Paraffin,0.985188441010515,1.12583874859424,262,69,0.382355720162769,PCR,0.6280128358096041
Variovorax__sp.__SRS16,Control_type,Paraffin,0.954624846386634,1.09851467291231,262,52,0.385653359790234,PCR,0.6320110284323537
Morococcus__cerebrosus,Control_type,Buffer,0.444906403026997,0.511931061164487,262,27,0.385620256454782,PCR,0.6320110284323537
Methylobacterium__sp.__WL1,Control_type,Buffer,0.588221708148851,0.676605200856557,262,41,0.385457983598999,PCR,0.6320110284323537
Paracoccus__methylovorus,Control_type,Paraffin,0.882528495320185,1.01733150898275,262,51,0.386484079094663,PCR,0.632428493063994
Veillonella__atypica,Control_type,Buffer,-1.07226259719125,1.23694132081848,262,85,0.386827106757314,PCR,0.632518485807194
Streptococcus__sp.__NPS__308,Control_type,Paraffin,1.14309678406422,1.32011742039998,262,103,0.387352824843362,PCR,0.6329068477351361
Bacillus__subtilis,Control_type,Paraffin,-0.899963262154284,1.04054258944798,262,56,0.387904476576173,PCR,0.6331011233315416
Staphylococcus__carnosus,Control_type,Paraffin,-0.566098022917572,0.655877035292163,262,45,0.388881525556824,PCR,0.6331011233315416
Bradyrhizobium__sp.__ORS__278,Control_type,Buffer,-0.375558899995156,0.435148912193127,262,31,0.388913212829804,PCR,0.6331011233315416
Falsirhodobacter__algicola,Control_type,Buffer,-0.63321332722752,0.733360407889055,262,34,0.388703353429345,PCR,0.6331011233315416
Staphylococcus__sp.__IVB6218,Control_type,Paraffin,0.34702791365471,0.40182172914892,262,27,0.388596027728019,PCR,0.6331011233315416
Bradyrhizobium__prioritasuperba,Control_type,Paraffin,0.733761170774413,0.852679307681194,262,34,0.390298899180098,PCR,0.6348862093329595
Paucibacter__aquatile,Control_type,Paraffin,0.540955694999845,0.630636280122198,262,30,0.391808862683551,PCR,0.6368706605870303
